wals code,glottocode,name,latitude,longitude,macroarea,genus,family,sample 100,sample 200
cmk,chim1310,Chemakum,48.0833333333,-122.916666667,North America,Chimakuan,Chimakuan,False,False
tny,west2466,Tenyer,10.6666666667,-4.5,Africa,Gur,Niger-Congo,False,False
klt,kela1258,Kelabit,3.6666666667,115.416666667,Papunesia,North Borneo,Austronesian,False,False
wlf,nucl1347,Wolof,15.25,-16,Africa,Northern Atlantic,Niger-Congo,False,False
gim,benc1235,Gimira,7,35.75,Africa,North Omotic,Afro-Asiatic,False,False
hop,hopi1249,Hopi,36,-110,North America,Hopi,Uto-Aztecan,False,False
sia,sian1257,Siane,-6.0833333333,145.2,Papunesia,Eastern Highlands,Trans-New Guinea,False,False
ses,sout2807,Sesotho,-28,27,Africa,Bantoid,Niger-Congo,False,False
nom,noma1263,Nomatsiguenga,-11.6666666667,-74.5,South America,Pre-Andine Arawakan,Arawakan,False,False
tty,tatu1247,Tatuyo,0.4166666667,-70.5,South America,Tucanoan,Tucanoan,False,False
ulc,ulch1241,Ulcha,52.25,140.333333333,Eurasia,Tungusic,Altaic,False,False
kin,kiny1244,Kinyarwanda,-2,30,Africa,Bantoid,Niger-Congo,False,False
ara,araw1276,Arawak,5.5,-55.1666666667,South America,Caribbean Arawakan,Arawakan,False,False
lrk,lari1255,Larike,-3.75,127.916666667,Papunesia,Central Malayo-Polynesian,Austronesian,False,False
mmn,mama1275,Mamanwa,9.4166666667,125.5,Papunesia,Greater Central Philippine,Austronesian,False,False
jiv,shua1257,Jivaro,-2.5,-78,South America,Jivaroan,Jivaroan,False,False
mui,muin1242,Muinane,-1,-72.5,South America,Boran,Huitotoan,False,False
laf,lafo1243,Lafofa,10.25,31.25,Africa,Lafofa,Kordofanian,False,False
orh,east2652,Oromo (Harar),9,42,Africa,Lowland East Cushitic,Afro-Asiatic,True,True
orw,waat1238,Oromo (Waata),-3.3333333333,39.8333333333,Africa,Lowland East Cushitic,Afro-Asiatic,False,False
orb,bora1271,Oromo (Boraana),4.5,38.5,Africa,Lowland East Cushitic,Afro-Asiatic,False,False
owc,west2721,Oromo (West-Central),9,37,Africa,Lowland East Cushitic,Afro-Asiatic,False,False
bod,bodo1269,Bodo,26.8333333333,92,Eurasia,Bodo-Garo,Sino-Tibetan,False,False
aeg,egyp1253,Arabic (Egyptian),30,31,Africa,Semitic,Afro-Asiatic,True,True
arg,gulf1241,Arabic (Gulf),26,49,Eurasia,Semitic,Afro-Asiatic,False,False
arq,meso1252,Arabic (Iraqi),33,44,Eurasia,Semitic,Afro-Asiatic,False,False
arl,nort3139,Arabic (Lebanese),34,36,Eurasia,Semitic,Afro-Asiatic,False,False
ako,cypr1248,Arabic (Kormakiti),35.25,33.5,Eurasia,Semitic,Afro-Asiatic,False,False
ars,sana1295,Arabic (San'ani),16,44,Eurasia,Semitic,Afro-Asiatic,False,False
abh,baha1259,Arabic (Bahrain),26,50.5,Eurasia,Semitic,Afro-Asiatic,False,False
apa,sout3123,Arabic (Palestinian),32,35.25,Eurasia,Semitic,Afro-Asiatic,False,False
arh,hija1235,Arabic (Hijazi),26,38,Eurasia,Semitic,Afro-Asiatic,False,False
arv,sout3123,Arabic (Negev),30.5,34.75,Eurasia,Semitic,Afro-Asiatic,False,False
asy,nort3139,Arabic (Syrian),34,38,Eurasia,Semitic,Afro-Asiatic,False,False
abe,nort3139,Arabic (Beirut),33.9166666667,35.5,Eurasia,Semitic,Afro-Asiatic,False,False
anl,nort3139,Arabic (North Levantine Spoken),33.75,36,Eurasia,Semitic,Afro-Asiatic,False,False
blg,bala1310,Balangao,17.1666666667,121.166666667,Papunesia,Northern Luzon,Austronesian,False,False
ite,itel1242,Itelmen,57,157.5,Eurasia,Southern Chukotko-Kamchatkan,Chukotko-Kamchatkan,False,False
gwo,tyap1238,Gworok,9.9166666667,8.1666666667,Africa,Platoid,Niger-Congo,False,False
tli,tlin1245,Tlingit,59,-135,North America,Tlingit,Na-Dene,False,True
naf,nafa1258,Nafaanra,8,-2.5833333333,Africa,Gur,Niger-Congo,False,False
uri,urim1252,Urim,-3.5833333333,142.666666667,Papunesia,Urim,Torricelli,False,False
ynm,yano1262,Yanomámi,2.3333333333,-63,South America,Yanomam,Yanomam,False,False
eka,ekar1243,Ekari,-3.8333333333,135.5,Papunesia,Wissel Lakes-Kemandoga,Trans-New Guinea,False,True
sdw,sand1273,Sandawe,-5,35,Africa,Sandawe,Sandawe,False,False
occ,occi1239,Occitan,44,2,Eurasia,Romance,Indo-European,False,False
pro,occi1239,Provençal,44,6,Eurasia,Romance,Indo-European,False,False
gho,ghot1243,Ghotuo,7.0833333333,5.75,Africa,Edoid,Niger-Congo,False,False
luv,luva1239,Luvale,-12,22,Africa,Bantoid,Niger-Congo,True,True
mbb,mbab1239,Mbabaram,-17.1666666667,145,Australia,Northern Pama-Nyungan,Pama-Nyungan,False,False
dng,ding1239,Ding,-4.3333333333,19.5,Africa,Bantoid,Niger-Congo,False,False
bej,beja1238,Beja,18,36,Africa,Beja,Afro-Asiatic,False,True
aln,alun1238,Alune,-3,128.333333333,Papunesia,Central Malayo-Polynesian,Austronesian,False,False
bmn,bamu1253,Bamun,5.5,10.9166666667,Africa,Bantoid,Niger-Congo,False,False
bng,qaqe1238,Qaget,-4.5833333333,152,Papunesia,Baining,Baining-Taulil,False,False
mli,mali1284,Mali,-4.8333333333,152.25,Papunesia,Baining,Baining-Taulil,False,False
iha,ihaa1241,Iha,-2.9166666667,132.25,Papunesia,West Bomberai,West Bomberai,False,False
wn,wikn1245,Wik Ngathana,-13.9166666667,141.5,Australia,Northern Pama-Nyungan,Pama-Nyungan,False,False
eno,engg1245,Enggano,-5.4166666667,102.25,Papunesia,Enggano,Austronesian,False,False
ygn,yagn1238,Yaghnobi,39,69,Eurasia,Iranian,Indo-European,False,False
lew,lewo1242,Lewo,-16.75,168.333333333,Papunesia,Oceanic,Austronesian,False,False
mch,mach1267,Machiguenga,-12,-72.6666666667,South America,Pre-Andine Arawakan,Arawakan,False,False
mbg,mbug1240,Mbugu,-4.3333333333,38.1666666667,Africa,Southern Cushitic,Afro-Asiatic,False,False
gjj,guaj1255,Guajajara,-5,-46,South America,Tupi-Guaraní,Tupian,False,False
foe,foii1241,Foe,-6.5,143.5,Papunesia,Kutubuan,Trans-New Guinea,False,False
bpa,bura1292,Bura-Pabir,10.5,12.25,Africa,Biu-Mandara,Afro-Asiatic,False,False
au,auuu1241,Au,-3.5833333333,142.083333333,Papunesia,Wapei-Palei,Torricelli,False,False
ala,alam1246,Alamblak,-4.6666666667,143.333333333,Papunesia,Sepik Hill,Sepik,True,True
dnw,dang1274,Dangaléat (Western),12.1666666667,18.3333333333,Africa,East Chadic,Afro-Asiatic,False,False
amb,ambu1247,Ambulas,-3.8333333333,143,Papunesia,Middle Sepik,Sepik,False,False
lad,lada1244,Ladakhi,34,78,Eurasia,Bodic,Sino-Tibetan,False,True
cai,suri1267,Chai,5.3333333333,35.3333333333,Africa,Surmic,Eastern Sudanic,False,False
trm,suri1267,Tirmaga,5.75,35.25,Africa,Surmic,Eastern Sudanic,False,False
mni,moni1261,Moni,-3.6666666667,137,Papunesia,Wissel Lakes-Kemandoga,Trans-New Guinea,False,False
tbo,tbol1240,Tboli,6.1666666667,124.5,Papunesia,Bilic,Austronesian,False,False
sak,saka1289,Sakao,-15.1666666667,167.083333333,Papunesia,Oceanic,Austronesian,False,False
ydl,east2295,Yiddish (Lodz),51.75,19.4166666667,Eurasia,Germanic,Indo-European,False,False
ydb,east2295,Yiddish (Bessarabian),47,28.5,Eurasia,Germanic,Indo-European,False,False
ylt,east2295,Yiddish (Lithuanian),55,25,Eurasia,Germanic,Indo-European,False,False
ydd,yidd1255,Yiddish,52,23,Eurasia,Germanic,Indo-European,False,False
nas,naas1242,Nasioi,-6.3333333333,155.583333333,Papunesia,East Bougainville,East Bougainville,False,False
lud,lund1271,Lun Dayeh,4,115.916666667,Papunesia,North Borneo,Austronesian,False,False
csh,cash1254,Cashinahua,-10.5,-71.8333333333,South America,Panoan,Panoan,False,False
tac,taca1256,Tacana,-13.5,-68,South America,Tacanan,Tacanan,False,False
kuq,kumy1244,Kumyk,43,47.3333333333,Eurasia,Turkic,Altaic,False,False
gbc,uppe1455,Guinea Bissau Crioulo,12,-15,Africa,Creoles and Pidgins,other,False,False
bri,brib1243,Bribri,9.4166666667,-83,North America,Talamanca,Chibchan,False,True
kao,kara1487,Karao,16.5,120.833333333,Papunesia,Northern Luzon,Austronesian,False,False
mus,muss1246,Mussau,-1.45,149.616666667,Papunesia,Oceanic,Austronesian,False,False
lum,stra1244,Lummi,48.7,-122.666666667,North America,Central Salish,Salishan,False,False
sch,stra1244,Saanich,48.5833333333,-123.416666667,North America,Central Salish,Salishan,False,False
soo,stra1244,Sooke,48.3333333333,-123.75,North America,Central Salish,Salishan,False,False
sgs,stra1244,Songish,48.45,-123.333333333,North America,Central Salish,Salishan,False,False
sss,stra1244,Salish (Samish Straits),48.5833333333,-122.583333333,North America,Central Salish,Salishan,False,False
sst,stra1244,Salish (Straits),48.75,-123.25,North America,Central Salish,Salishan,False,False
pmc,cent2138,Pomo (Central),39,-123.333333333,North America,Pomoan,Hokan,False,False
yao,yaoo1241,Yao (in Malawi),-14.5,35.5,Africa,Bantoid,Niger-Congo,False,False
oto,iowa1245,Oto,40.5,-96,North America,Core Siouan,Siouan,False,False
crl,caro1242,Carolinian,15.2,145.75,Papunesia,Oceanic,Austronesian,False,False
pul,pulu1242,Puluwat,7.3333333333,149.333333333,Papunesia,Oceanic,Austronesian,False,False
bim,bima1247,Bima,-8.5,118.5,Papunesia,Central Malayo-Polynesian,Austronesian,False,False
jav,java1254,Javanese,-7,111,Papunesia,Javanese,Austronesian,False,False
bab,veng1238,Babungo,6.1166666667,10.4166666667,Africa,Bantoid,Niger-Congo,False,False
udi,udii1243,Udi,41,48,Eurasia,Lezgic,Nakh-Daghestanian,False,False
umb,umbu1257,UMbundu,-12.5,15,Africa,Bantoid,Niger-Congo,False,False
kgm,kago1247,Kagoma,9.25,8.1666666667,Africa,Platoid,Niger-Congo,False,False
ibn,iban1267,Ibanag,17.5,121.666666667,Papunesia,Northern Luzon,Austronesian,False,False
kty,khan1273,Khanty,65,65,Eurasia,Ugric,Uralic,False,False
npu,napu1241,Napu,-1.3333333333,120.416666667,Papunesia,Celebic,Austronesian,False,False
anu,anuf1239,Anufo,10.0833333333,0.25,Africa,Kwa,Niger-Congo,False,False
col,chol1281,Chol,17.75,-92.5,North America,Mayan,Mayan,False,False
eve,even1259,Evenki,56,125,Eurasia,Tungusic,Altaic,False,True
bln,bili1260,Bilin,15.75,38.5,Africa,Central Cushitic,Afro-Asiatic,False,False
acg,acha1250,Achagua,4.4166666667,-72.25,South America,Inland Northern Arawakan,Arawakan,False,False
kew,west2599,Kewa,-6.5,143.833333333,Papunesia,Engan,Trans-New Guinea,True,True
bug,bugi1244,Bugis,-4,120,Papunesia,South Sulawesi,Austronesian,False,False
tsa,tsak1249,Tsakhur,41.6666666667,47.1666666667,Eurasia,Lezgic,Nakh-Daghestanian,False,False
kmi,kami1256,Kami,-6.75,38,Africa,Bantoid,Niger-Congo,False,False
ito,iton1250,Itonama,-12.8333333333,-64.3333333333,South America,Itonama,Itonama,False,False
kda,kond1295,Konda,19.5,83,Eurasia,South-Central Dravidian,Dravidian,False,False
mtb,matu1259,Matuumbi,-8.5,39,Africa,Bantoid,Niger-Congo,False,False
mkz,maka1304,Makaa,3.4166666667,12.25,Africa,Bantoid,Niger-Congo,False,False
mik,karb1241,Mikir,26.3333333333,93.5,Eurasia,Kuki-Chin,Sino-Tibetan,False,False
mey,meny1245,Menya,-7.25,146,Papunesia,Angan,Trans-New Guinea,False,False
dol,dolg1241,Dolgan,71.25,98,Eurasia,Turkic,Altaic,False,False
brb,baat1238,Bariba,10,2.5,Africa,Gur,Niger-Congo,False,False
arc,arch1244,Archi,42,46.8333333333,Eurasia,Lezgic,Nakh-Daghestanian,False,False
bid,bidi1241,Bidiya,11.9166666667,18.75,Africa,East Chadic,Afro-Asiatic,False,False
cmn,coma1245,Comanche,33.5,-101.5,North America,Numic,Uto-Aztecan,False,True
sus,susu1250,Susu,10,-13,Africa,Western Mande,Mande,False,False
ngm,ngam1268,Ngambay,8.6666666667,16,Africa,Bongo-Bagirmi,Central Sudanic,False,False
txj,xico1235,Totonac (Xicotepec de Juárez),20.4166666667,-97.8333333333,North America,Totonacan,Totonacan,False,False
tpa,papa1238,Totonac (Papantla),20.3333333333,-97.3333333333,North America,Totonacan,Totonacan,False,False
tot,yecu1235,Totonac (Misantla),19.9166666667,-96.9166666667,North America,Totonacan,Totonacan,False,False
tos,high1243,Totonac (Sierra),19.9166666667,-97.4166666667,North America,Totonacan,Totonacan,False,False
hzb,hunz1247,Hunzib,42.1666666667,46.25,Eurasia,Avar-Andic-Tsezic,Nakh-Daghestanian,False,True
nug,nung1290,Nunggubuyu,-13.75,135.666666667,Australia,Nunggubuyu,Gunwinyguan,False,True
kth,gwic1235,Kutchin,67,-146,North America,Athapaskan,Na-Dene,False,False
ndj,djee1236,Ndjébbana,-12.1666666667,134.116666667,Australia,Ndjébbana,Mangrida,False,False
rap,rapa1244,Rapanui,-27.1166666667,-109.366666667,Papunesia,Oceanic,Austronesian,True,True
tok,taro1263,Tarok,9,10.0833333333,Africa,Platoid,Niger-Congo,False,False
wlo,woli1241,Wolio,-5.5,122.75,Papunesia,Celebic,Austronesian,False,False
lmp,lamp1243,Lampung,-5,105,Papunesia,Lampungic,Austronesian,False,False
pae,paez1247,Páez,2.6666666667,-76,South America,Páezan,Páezan,False,False
kkt,koko1269,Kokota,-8,159.133333333,Papunesia,Oceanic,Austronesian,False,False
bra,lave1249,Brao,14.1666666667,107.5,Eurasia,Bahnaric,Austro-Asiatic,False,False
kaa,karo1305,Karó (Arára),-10.3333333333,-62,South America,Ramarama,Tupian,False,False
ami,amis1246,Amis,23.3333333333,121.333333333,Papunesia,East Formosan,Austronesian,False,False
ked,keda1252,Kedang,-8.25,123.75,Papunesia,Central Malayo-Polynesian,Austronesian,False,False
tut,nort2941,Tutchone (Northern),63,-137,North America,Athapaskan,Na-Dene,False,False
glp,dhan1270,Gaalpu,-12.6666666667,136.75,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
zpr,zapa1253,Zaparo,-2,-76.3333333333,South America,Zaparoan,Zaparoan,False,False
tte,tute1247,Tutelo,37.6666666667,-78.75,North America,Core Siouan,Siouan,False,False
dgr,daur1238,Dagur,48,124,Eurasia,Mongolic,Altaic,False,False
mei,mani1292,Meithei,24.75,94,Eurasia,Kuki-Chin,Sino-Tibetan,True,True
dat,dato1239,Datooga,-4.3333333333,35.3333333333,Africa,Nilotic,Eastern Sudanic,False,False
mge,east2333,Mnong (Eastern),12.6666666667,108.5,Eurasia,Bahnaric,Austro-Asiatic,False,False
meb,beta1252,Melayu Betawi,-6.5,107,Papunesia,Creoles and Pidgins,other,False,False
qta,nort2980,Quechua (Tarma),-11.4166666667,-75.75,South America,Quechuan,Quechuan,False,False
lal,xish1235,Lalo,25,100.25,Eurasia,Burmese-Lolo,Sino-Tibetan,False,False
mwc,mawc1242,Mawchi,21.3333333333,73.6666666667,Eurasia,Indic,Indo-European,False,False
msg,misi1242,Mising,28.5,94.8333333333,Eurasia,Tani,Sino-Tibetan,False,False
baw,bawm1236,Bawm,22.5,92.25,Eurasia,Kuki-Chin,Sino-Tibetan,False,True
git,gitx1241,Gitksan,55.3333333333,-127.75,North America,Tsimshianic,Penutian,False,False
xia,minn1241,Xiamen,24.5,118.166666667,Eurasia,Chinese,Sino-Tibetan,False,False
nyg,nyan1313,Nyangi,3.4166666667,33.5833333333,Africa,Kuliak,Eastern Sudanic,False,False
eko,koti1238,Ekoti,-16.5,39.5,Africa,Bantoid,Niger-Congo,False,False
inu,nort2943,Iñupiaq,67,-161,North America,Eskimo,Eskimo-Aleut,False,False
mma,nucl1706,Mandaic (Modern),31,48.5,Eurasia,Semitic,Afro-Asiatic,False,False
tps,sout2976,Tepehuan (Southeastern),23,-104.5,North America,Tepiman,Uto-Aztecan,False,False
mlg,wand1278,Malgwa,11.5,13.75,Africa,Biu-Mandara,Afro-Asiatic,False,False
ojm,chip1241,Ojibwe (Minnesota),47.6666666667,-92.5,North America,Algonquian,Algic,False,False
wch,wich1264,Wichí,-22.5,-62.5833333333,South America,Matacoan,Matacoan,True,True
bnq,beng1286,Beng,7.8333333333,-4.25,Africa,Eastern Mande,Mande,False,False
akm,marm1234,Arakanese (Marma),21.5,92.5,Eurasia,Burmese-Lolo,Sino-Tibetan,False,False
nsg,nisg1240,Nisgha,55,-130,North America,Tsimshianic,Penutian,False,False
knc,kuku1280,Kugu Nganhcara,-14.4166666667,142,Australia,Northern Pama-Nyungan,Pama-Nyungan,False,False
ifu,bata1298,Ifugao (Batad),16.8333333333,121.083333333,Papunesia,Northern Luzon,Austronesian,False,False
kkz,kukn1238,Kokni,20.75,73.5,Eurasia,Indic,Indo-European,False,False
cti,tedi1235,Chin (Tiddim),23.3333333333,93.6666666667,Eurasia,Kuki-Chin,Sino-Tibetan,False,False
ngo,ngon1269,Ngoni,-11,36,Africa,Bantoid,Niger-Congo,False,False
yus,cent2128,Yupik (Siberian),65,-173,Eurasia,Eskimo,Eskimo-Aleut,False,False
amd,amdo1237,Amdo,35,100,Eurasia,Bodic,Sino-Tibetan,False,False
fuz,mind1253,Fuzhou,26,119.5,Eurasia,Chinese,Sino-Tibetan,False,False
yey,yeyi1239,Yeyi,-20,23.5,Africa,Bantoid,Niger-Congo,False,False
pun,wadj1254,Pungupungu,-13.5,130.416666667,Australia,Anson Bay,Anson Bay,False,False
kko,kura1250,Koranko,9.3333333333,-11.25,Africa,Western Mande,Mande,False,False
pny,pany1241,Panyjima,-22.8333333333,118.416666667,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
son,sons1242,Sonsorol-Tobi,5.3333333333,132.25,Papunesia,Oceanic,Austronesian,False,False
klp,kala1400,Kalapuya,44.5,-123,North America,Kalapuyan,Kalapuyan,False,False
nko,chig1238,Nkore-Kiga,-0.9166666667,29.8333333333,Africa,Bantoid,Niger-Congo,False,True
rny,nyan1307,Runyankore,-0.5,30.5,Africa,Bantoid,Niger-Congo,False,False
bfg,None,Berber (Figuig),32.5,-1.5,None,Berber,Afro-Asiatic,False,False
qca,caja1238,Quechua (Cajamarca),-7,-78.5,South America,Quechuan,Quechuan,False,False
xer,xere1240,Xerénte,-10,-48.1666666667,South America,Ge-Kaingang,Macro-Ge,False,False
uld,wuzl1236,Uldeme,10.95,14.1166666667,Africa,Biu-Mandara,Afro-Asiatic,False,False
brz,birr1240,Birri,5.5,25.1666666667,Africa,Bongo-Bagirmi,Central Sudanic,False,False
daw,daww1239,Dâw,-0.25,-67.0833333333,South America,Nadahup,Nadahup,False,False
skr,sika1263,Sikaritai,-2.9166666667,138.25,Papunesia,Lakes Plain,Lakes Plain,False,False
mwa,mart1256,Martu Wangka,-21.5,126,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
tex,khor1269,Turkic (East-Central Xorasan),37,59,Eurasia,Turkic,Altaic,False,False
twx,khor1269,Turkic (West Xorasan),36.6666666667,56,Eurasia,Turkic,Altaic,False,False
ndb,sout2808,Ndebele (in South Africa),-25.3333333333,29,Africa,Bantoid,Niger-Congo,False,False
din,nort2815,Dinka,8.5,28,Africa,Nilotic,Eastern Sudanic,False,False
jar,jara1263,Jarawa (in Nigeria),9.5,10.5,Africa,Bantoid,Niger-Congo,False,False
llm,lele1264,Lelemi,7.3333333333,0.5,Africa,Kwa,Niger-Congo,False,False
mhu,mbal1255,Mbalanhu,-17.5,15,Africa,Bantoid,Niger-Congo,False,False
puq,puqu1242,Puquina,-16.5,-68.5,South America,Puquina,Puquina,False,False
tke,toke1240,Tokelauan,-9,-172,Papunesia,Oceanic,Austronesian,False,False
hdi,hdii1240,Hdi,11.8666666667,13.7166666667,Africa,Biu-Mandara,Afro-Asiatic,False,False
krd,cent1972,Kurdish (Central),36,44,Eurasia,Iranian,Indo-European,False,False
bgi,bagr1243,Bagri,29.5833333333,74.3333333333,Eurasia,Indic,Indo-European,False,False
plp,ngaj1237,Pulopetak,1.4166666667,109.833333333,Papunesia,Barito,Austronesian,False,False
wgu,waru1264,Warrongo,-18,145,Australia,Northern Pama-Nyungan,Pama-Nyungan,False,False
mmo,moks1248,Mordvin (Moksha),54,44,Eurasia,Mordvin,Uralic,False,False
yuk,gang1267,Yukulta,-17.3333333333,138.833333333,Australia,Tangkic,Tangkic,False,False
ynk,yank1247,Yankuntjatjara,-27,132,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
kuu,kuuk1238,Kuuku Ya'u,-12.5833333333,143.083333333,Australia,Northern Pama-Nyungan,Pama-Nyungan,False,False
ago,ango1258,Angolar,0.25,6.5,Africa,Creoles and Pidgins,other,False,False
ylb,mart1256,Yulparija,-21,124,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
kjo,coas1295,Konjo,-5.4666666667,120.333333333,Papunesia,South Sulawesi,Austronesian,False,False
kgl,umbu1258,Umbu Ungu,-6,144,Papunesia,Chimbu,Trans-New Guinea,False,False
jel,jeri1242,Jeli,9.5,-5.6666666667,Africa,Western Mande,Mande,False,False
mka,maho1249,Mauka,8.3333333333,-7.5,Africa,Western Mande,Mande,False,False
tal,tali1258,Talinga,0.4166666667,29.6666666667,Africa,Bantoid,Niger-Congo,False,False
kto,kato1244,Kato,39.6666666667,-123.666666667,North America,Athapaskan,Na-Dene,False,False
ksi,puoc1238,Ksingmul,21.0833333333,104,Eurasia,Palaung-Khmuic,Austro-Asiatic,False,False
ivs,ivat1242,Ivatan (Southern),20.3333333333,121.833333333,Papunesia,Batanic,Austronesian,False,False
bdm,badi1246,Badimaya,-27.6666666667,118,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
mdm,west2443,Madimadi,-34.5,143.5,None,Southeastern Pama-Nyungan,Pama-Nyungan,False,False
tws,sout2961,Tiwa (Southern),35,-106.333333333,North America,Kiowa-Tanoan,Kiowa-Tanoan,False,False
taq,minn1241,Taiwanese,25,121.5,Eurasia,Chinese,Sino-Tibetan,False,False
uhi,atam1239,Uradhi,-11.9166666667,142.416666667,Australia,Northern Pama-Nyungan,Pama-Nyungan,False,False
ayn,ainu1251,Aynu,39.5,76,Eurasia,Turkic,Altaic,False,False
kmw,kamu1258,Kamu,-13.5833333333,130.833333333,Australia,Eastern Daly,Eastern Daly,False,False
cos,sout2986,Rumsien,36.8333333333,-121.75,North America,Costanoan,Penutian,False,False
bgn,bugu1246,Bugun,27.5,92.5833333333,Eurasia,Western Arunachal,Sino-Tibetan,False,False
lge,nort2627,Low German,53,10,Eurasia,Germanic,Indo-European,False,False
jva,kara1500,Karajá,-10,-50.3333333333,South America,Karajá,Macro-Ge,False,False
ati,atik1240,Atikamekw,48,-74,North America,Algonquian,Algic,False,False
qan,chiq1249,Quechua (Ancash),-8.5,-77.5,South America,Quechuan,Quechuan,False,False
kgt,west2618,Kangiryuarmiut,68.3333333333,-133.75,North America,Eskimo,Eskimo-Aleut,False,False
mrs,nucl1594,Mairasi,-3.5,134,Papunesia,Mairasi-Tanahmerah,Trans-New Guinea,False,False
fli,west2454,Ful (Liptako),13.5,0.5,Africa,Northern Atlantic,Niger-Congo,False,False
pin,pint1250,Pintupi,-23,129,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
lkt,lako1247,Lakhota,43.8333333333,-101.833333333,North America,Core Siouan,Siouan,True,True
jin,jino1236,Jino,22,101,Eurasia,Burmese-Lolo,Sino-Tibetan,False,False
zar,zarm1239,Zarma,13.8333333333,2.1666666667,Africa,Songhay,Songhay,False,False
yug,yugh1239,Yugh,61,90,Eurasia,Yeniseian,Yeniseian,False,False
syg,west2402,Saryg Yughur,38.75,99.75,Eurasia,Turkic,Altaic,False,False
lno,ladi1251,Ladino,40,33,Eurasia,Romance,Indo-European,False,False
gdl,guad1242,Guadeloupe Creole,16.25,-61.5,North America,Creoles and Pidgins,other,False,False
grf,gari1256,Garífuna,15.6666666667,-88,North America,Caribbean Arawakan,Arawakan,False,False
spi,tibe1272,Spitian,32.25,78,Eurasia,Bodic,Sino-Tibetan,False,False
npi,nige1257,Nigerian Pidgin,6.5,3.3333333333,Africa,Creoles and Pidgins,other,False,False
mcr,mori1278,Mauritian Creole,-20.3333333333,57.5,Africa,Creoles and Pidgins,other,False,False
les,lese1243,Lese,2,29,Africa,Mangbutu-Efe,Central Sudanic,False,False
lse,span1263,Lengua de Señas Española,40,-3,Eurasia,Sign Languages,other,False,False
mxs,sila1250,Mixtec (Silacayoapan),17.5,-98.1666666667,North America,Mixtecan,Oto-Manguean,False,False
gan,apuc1241,Great Andamanese,12,92.6666666667,Eurasia,Great Andamanese,Great Andamanese,False,False
bbl,dibo1245,Babole,1.0833333333,17.25,Africa,Bantoid,Niger-Congo,False,False
abu,abun1252,Abun,-0.5,132.5,Papunesia,North-Central Bird's Head,West Papuan,False,False
bai,cent2004,Bai,26,100,Eurasia,Bai,Sino-Tibetan,False,False
kop,komi1269,Komi-Permyak,59.5,54.5,Eurasia,Permic,Uralic,False,False
dom,doma1258,Domari,32,35,Eurasia,Indic,Indo-European,False,False
sla,nort2942,Slave,67,-125,North America,Athapaskan,Na-Dene,True,True
asl,amer1248,American Sign Language,39,-78,North America,Sign Languages,other,False,False
kfc,None,Kriol (Fitzroy Crossing),-18.1666666667,125.583333333,None,Creoles and Pidgins,other,False,False
djm,djam1256,Djambarrpuyngu,-12.1666666667,135.5,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
htt,mini1256,Huitoto,-1,-74,South America,Huitoto,Huitotoan,False,False
lje,lauj1238,Lauje,-0.5,120,Papunesia,Celebic,Austronesian,False,False
kkv,lusi1240,Lusi,-5.5833333333,149.666666667,Papunesia,Oceanic,Austronesian,False,False
mxg,sanm1295,Mixtec (San Miguel el Grande),17.05,-97.5666666667,North America,Mixtecan,Oto-Manguean,False,False
nih,japa1238,Nihon Shuwa (Japanese Sign Language),36,139,Eurasia,Sign Languages,other,False,False
arp,buki1249,Arapesh (Mountain),-3.4666666667,143.166666667,Papunesia,Kombio-Arapesh,Torricelli,True,True
brd,bard1255,Bardi,-16.5833333333,122.916666667,Australia,Nyulnyulan,Nyulnyulan,False,False
tnb,ango1257,Tunebo,6.75,-72.25,South America,Tunebo,Chibchan,False,False
hmu,nupo1240,Huitoto (Muinane),-2.4166666667,-71,South America,Huitoto,Huitotoan,False,False
qco,sout2991,Quechua (Cochabamba),-17.5,-66,South America,Quechuan,Quechuan,False,False
ygr,yaga1260,Yagaria,-6.3333333333,145.416666667,Papunesia,Eastern Highlands,Trans-New Guinea,False,False
asm,tamn1235,Asmat,-5.5,138.5,Papunesia,Asmat-Kamoro,Trans-New Guinea,True,True
par,pari1256,Päri,5,32.5,Africa,Nilotic,Eastern Sudanic,False,False
brl,lowa1242,Baragaunle,28.8333333333,83.8333333333,Eurasia,Bodic,Sino-Tibetan,False,False
jur,jurc1239,Jurchen,47,130,Eurasia,Tungusic,Altaic,False,False
vla,vlaa1235,Vlaamse Gebarentaal,51,4,Eurasia,Sign Languages,other,False,False
bkl,cent2087,Bikol,13.3333333333,123.5,Papunesia,Greater Central Philippine,Austronesian,False,False
sly,sela1260,Selayar,-6,120.5,Papunesia,South Sulawesi,Austronesian,False,False
did,didi1258,Didinga,4.5,33.5,Africa,Surmic,Eastern Sudanic,False,False
tay,tayo1238,Tayo,-22,166.333333333,Papunesia,Creoles and Pidgins,other,False,False
kac,kach1279,Kachari,26.5,91,Eurasia,Bodo-Garo,Sino-Tibetan,False,False
